teatro,mes,preco_inteira,dia_da_semana,is_fim_de_semana,antecedencia_compra_dias,tipo_cod,categoria_cod,probabilidade_noshow,alto_risco
Teatro Luiz Mendonça,9,86.99,2.0,0.0,31.0,1.0,2.0,14.52,0
Teatro Luiz Mendonça,9,50.57,1.0,0.0,0.0,1.0,2.0,13.73,0
Teatro Luiz Mendonça,9,65.61,1.0,0.0,42.0,2.0,2.0,22.61,1
Teatro Luiz Mendonça,9,73.66,4.0,0.0,25.0,2.0,2.0,23.17,1
Teatro Luiz Mendonça,9,58.48,4.0,0.0,52.0,0.0,2.0,16.32,0
Teatro Luiz Mendonça,9,42.85,3.0,0.0,38.0,1.0,2.0,13.13,0
Teatro Luiz Mendonça,9,56.75,1.0,0.0,33.0,1.0,2.0,21.8,1
Teatro Luiz Mendonça,9,65.78,5.0,0.0,53.0,2.0,2.0,13.47,0
Teatro Luiz Mendonça,9,60.59,2.0,0.0,4.0,2.0,2.0,19.39,0
Teatro Luiz Mendonça,9,47.35,4.0,0.0,60.0,1.0,2.0,23.93,1
Teatro Luiz Mendonça,9,66.71,1.0,0.0,49.0,2.0,2.0,27.86,1
Teatro Luiz Mendonça,9,79.69,1.0,0.0,32.0,1.0,2.0,18.15,0
Teatro Luiz Mendonça,9,56.91,4.0,0.0,34.0,0.0,2.0,12.06,0
Teatro Luiz Mendonça,9,72.33,2.0,0.0,18.0,0.0,2.0,17.75,0
Teatro Luiz Mendonça,9,61.96,7.0,1.0,10.0,2.0,2.0,12.81,0
Teatro Luiz Mendonça,9,54.47,4.0,0.0,43.0,0.0,2.0,17.81,0
Tearro Apolo,10,38.54,5.0,0.0,47.0,2.0,4.0,19.69,0
Tearro Apolo,10,40.94,6.0,1.0,18.0,0.0,4.0,21.73,1
Tearro Apolo,10,43.76,4.0,0.0,32.0,0.0,4.0,24.58,1
Tearro Apolo,10,44.56,6.0,1.0,35.0,2.0,4.0,20.43,1
Tearro Apolo,10,43.04,3.0,0.0,25.0,1.0,4.0,24.46,1
Tearro Apolo,10,40.74,6.0,1.0,42.0,2.0,4.0,20.49,1
Tearro Apolo,10,44.1,5.0,0.0,42.0,2.0,4.0,20.41,1
Tearro Apolo,10,63.56,1.0,0.0,55.0,2.0,4.0,23.39,1
Tearro Apolo,10,61.22,2.0,0.0,4.0,2.0,4.0,15.66,0
Tearro Apolo,10,42.83,5.0,0.0,18.0,2.0,4.0,14.2,0
Tearro Apolo,10,45.41,2.0,0.0,7.0,1.0,4.0,24.55,1
Tearro Apolo,10,36.56,4.0,0.0,14.0,0.0,4.0,17.42,0
Tearro Apolo,10,53.8,6.0,1.0,24.0,1.0,4.0,18.76,0
Tearro Apolo,10,72.71,6.0,1.0,19.0,0.0,4.0,21.46,1
Teatro Barreto Júnior,10,28.32,3.0,0.0,4.0,2.0,0.0,32.67,1
Teatro Barreto Júnior,10,41.0,4.0,0.0,35.0,2.0,0.0,29.99,1
Teatro Barreto Júnior,10,26.51,4.0,0.0,53.0,2.0,0.0,37.21,1
Teatro Barreto Júnior,10,28.73,4.0,0.0,30.0,2.0,0.0,21.5,1
Teatro Barreto Júnior,10,27.09,5.0,0.0,14.0,2.0,0.0,29.77,1
Teatro Barreto Júnior,10,46.19,4.0,0.0,47.0,1.0,0.0,24.09,1
Teatro Barreto Júnior,10,27.01,1.0,0.0,10.0,2.0,0.0,29.65,1
Teatro Barreto Júnior,10,53.44,5.0,0.0,58.0,1.0,0.0,25.27,1
Teatro Barreto Júnior,10,25.42,4.0,0.0,18.0,1.0,0.0,33.32,1
Teatro Barreto Júnior,10,27.86,2.0,0.0,15.0,1.0,0.0,16.3,0
Teatro Barreto Júnior,10,26.34,6.0,1.0,47.0,2.0,0.0,36.75,1
Teatro Barreto Júnior,10,33.12,6.0,1.0,33.0,2.0,0.0,25.23,1
Teatro de Santa Isabel,10,40.0,5.0,0.0,45.0,0.0,4.0,21.25,1
Teatro de Santa Isabel,10,40.43,2.0,0.0,17.0,0.0,4.0,15.29,0
Teatro de Santa Isabel,10,30.52,4.0,0.0,11.0,1.0,4.0,16.31,0
Teatro de Santa Isabel,10,35.58,1.0,0.0,6.0,1.0,4.0,29.02,1
Teatro de Santa Isabel,10,28.08,3.0,0.0,18.0,1.0,4.0,19.74,0
Teatro de Santa Isabel,10,40.29,1.0,0.0,41.0,1.0,4.0,21.27,1
Teatro de Santa Isabel,10,34.4,5.0,0.0,39.0,2.0,4.0,27.24,1
Teatro de Santa Isabel,10,28.52,5.0,0.0,42.0,2.0,4.0,33.61,1
Teatro de Santa Isabel,10,36.37,7.0,1.0,9.0,1.0,4.0,13.0,0
Teatro de Santa Isabel,10,18.14,2.0,0.0,1.0,1.0,4.0,24.7,1
Teatro de Santa Isabel,10,24.45,5.0,0.0,50.0,1.0,4.0,18.88,0
Teatro de Santa Isabel,10,38.68,7.0,1.0,37.0,0.0,4.0,19.09,0
Teatro do Parque,10,58.08,7.0,1.0,51.0,0.0,2.0,21.72,1
Teatro do Parque,10,66.82,7.0,1.0,13.0,2.0,2.0,14.29,0
Teatro do Parque,10,65.66,1.0,0.0,7.0,1.0,2.0,10.61,0
Teatro do Parque,10,80.47,3.0,0.0,47.0,1.0,2.0,16.62,0
Teatro do Parque,10,48.02,7.0,1.0,18.0,1.0,2.0,8.91,0
Teatro do Parque,10,77.36,6.0,1.0,25.0,2.0,2.0,17.26,0
Teatro do Parque,10,50.78,5.0,0.0,47.0,1.0,2.0,18.52,0
Teatro do Parque,10,50.06,3.0,0.0,25.0,2.0,2.0,21.15,1
Teatro do Parque,10,84.08,5.0,0.0,30.0,0.0,2.0,14.56,0
Teatro do Parque,10,43.42,3.0,0.0,13.0,0.0,2.0,16.53,0
Teatro do Parque,10,65.19,7.0,1.0,46.0,1.0,2.0,16.69,0
Teatro do Parque,10,70.9,6.0,1.0,53.0,2.0,2.0,18.55,0
Teatro do Parque,10,68.82,7.0,1.0,35.0,1.0,2.0,13.15,0
Teatro do Parque,10,61.85,3.0,0.0,18.0,2.0,2.0,27.13,1
Teatro do Parque,10,73.87,7.0,1.0,51.0,2.0,2.0,18.89,0
Teatro do Parque,10,67.16,7.0,1.0,11.0,2.0,2.0,9.56,0
Teatro do Parque,10,81.94,1.0,0.0,59.0,2.0,2.0,17.47,0
Teatro do Parque,10,55.3,4.0,0.0,39.0,2.0,2.0,22.62,1
Teatro do Parque,10,60.0,6.0,1.0,6.0,0.0,2.0,17.55,0
Teatro do Parque,10,72.5,7.0,1.0,33.0,0.0,2.0,10.19,0
Teatro do Parque,10,77.72,5.0,0.0,57.0,2.0,2.0,19.89,0
Teatro do Parque,10,47.61,5.0,0.0,29.0,0.0,2.0,14.85,0
Teatro do Parque,10,65.75,5.0,0.0,39.0,2.0,2.0,27.51,1
Teatro do Parque,10,74.09,1.0,0.0,7.0,0.0,2.0,13.41,0
Teatro do Parque,10,55.85,2.0,0.0,13.0,2.0,2.0,8.94,0
Teatro Hermilo Borba Filho,10,30.33,3.0,0.0,40.0,1.0,4.0,30.81,1
Teatro Hermilo Borba Filho,10,41.37,3.0,0.0,41.0,2.0,4.0,36.59,1
Teatro Hermilo Borba Filho,10,56.24,7.0,1.0,57.0,1.0,4.0,23.11,1
Teatro Hermilo Borba Filho,10,32.66,5.0,0.0,8.0,0.0,4.0,18.62,0
Teatro Hermilo Borba Filho,10,46.42,1.0,0.0,20.0,2.0,4.0,32.22,1
Teatro Hermilo Borba Filho,10,43.11,1.0,0.0,28.0,2.0,4.0,23.19,1
Teatro Hermilo Borba Filho,10,47.61,2.0,0.0,10.0,1.0,4.0,17.61,0
Teatro Hermilo Borba Filho,10,44.68,7.0,1.0,22.0,0.0,4.0,18.8,0
Teatro Hermilo Borba Filho,10,55.46,1.0,0.0,28.0,2.0,4.0,27.86,1
Teatro Hermilo Borba Filho,10,48.69,6.0,1.0,21.0,1.0,4.0,16.42,0
Teatro Hermilo Borba Filho,10,39.46,5.0,0.0,58.0,1.0,4.0,32.37,1
Teatro Hermilo Borba Filho,10,28.6,6.0,1.0,25.0,0.0,4.0,13.57,0
Teatro Hermilo Borba Filho,10,56.59,3.0,0.0,46.0,2.0,4.0,21.03,1
Teatro Hermilo Borba Filho,10,39.58,4.0,0.0,47.0,1.0,4.0,28.45,1
Teatro Hermilo Borba Filho,10,33.02,3.0,0.0,56.0,0.0,4.0,16.99,0
Teatro Hermilo Borba Filho,10,43.13,2.0,0.0,33.0,1.0,4.0,30.0,1
Teatro Hermilo Borba Filho,10,33.86,3.0,0.0,29.0,2.0,4.0,26.55,1
Teatro Hermilo Borba Filho,10,32.35,6.0,1.0,13.0,1.0,4.0,14.66,0
Teatro Hermilo Borba Filho,10,41.45,5.0,0.0,48.0,0.0,4.0,16.53,0
Teatro Hermilo Borba Filho,10,23.77,5.0,0.0,60.0,2.0,4.0,39.11,1
Teatro Hermilo Borba Filho,10,47.95,7.0,1.0,21.0,0.0,4.0,11.92,0
Teatro Hermilo Borba Filho,10,45.58,4.0,0.0,19.0,0.0,4.0,13.05,0
Teatro Hermilo Borba Filho,10,29.05,2.0,0.0,9.0,0.0,4.0,14.91,0
Teatro Hermilo Borba Filho,10,32.91,6.0,1.0,36.0,1.0,4.0,21.16,1
Teatro Hermilo Borba Filho,10,42.65,4.0,0.0,40.0,1.0,4.0,22.85,1
Teatro Luiz Mendonça,10,75.79,3.0,0.0,43.0,1.0,2.0,20.52,1
Teatro Luiz Mendonça,10,70.75,2.0,0.0,59.0,1.0,2.0,21.11,1
Teatro Luiz Mendonça,10,59.39,5.0,0.0,45.0,0.0,2.0,14.31,0
Teatro Luiz Mendonça,10,67.87,3.0,0.0,0.0,2.0,2.0,13.62,0
Teatro Luiz Mendonça,10,67.47,5.0,0.0,8.0,0.0,2.0,11.38,0
Teatro Luiz Mendonça,10,62.08,5.0,0.0,19.0,0.0,2.0,9.65,0
Teatro Luiz Mendonça,10,74.0,4.0,0.0,17.0,2.0,2.0,16.46,0
Teatro Luiz Mendonça,10,63.12,4.0,0.0,36.0,0.0,2.0,6.26,0
Teatro Luiz Mendonça,10,73.66,4.0,0.0,42.0,0.0,2.0,15.6,0
Teatro Luiz Mendonça,10,73.54,5.0,0.0,54.0,1.0,2.0,19.73,0
Teatro Luiz Mendonça,10,81.06,1.0,0.0,51.0,2.0,2.0,28.27,1
Teatro Luiz Mendonça,10,67.0,1.0,0.0,28.0,1.0,2.0,14.91,0
Teatro Luiz Mendonça,10,72.15,5.0,0.0,54.0,2.0,2.0,27.67,1
Teatro Luiz Mendonça,10,56.5,6.0,1.0,60.0,1.0,2.0,16.92,0
Teatro Luiz Mendonça,10,84.81,2.0,0.0,28.0,0.0,2.0,18.37,0
Teatro Luiz Mendonça,10,56.19,3.0,0.0,6.0,1.0,2.0,14.88,0
Teatro Luiz Mendonça,10,70.43,6.0,1.0,13.0,1.0,2.0,7.77,0
Teatro Luiz Mendonça,10,59.32,4.0,0.0,16.0,0.0,2.0,13.29,0
Teatro Luiz Mendonça,10,66.75,4.0,0.0,11.0,1.0,2.0,12.0,0
Teatro Luiz Mendonça,10,58.28,7.0,1.0,2.0,1.0,2.0,8.44,0
Teatro Luiz Mendonça,10,62.54,5.0,0.0,14.0,2.0,2.0,13.59,0
Tearro Apolo,11,23.86,7.0,1.0,40.0,2.0,4.0,26.82,1
Tearro Apolo,11,41.87,3.0,0.0,0.0,0.0,4.0,20.54,1
Tearro Apolo,11,46.31,3.0,0.0,10.0,0.0,4.0,26.9,1
Tearro Apolo,11,22.38,6.0,1.0,49.0,0.0,4.0,18.36,0
Tearro Apolo,11,24.04,7.0,1.0,12.0,0.0,4.0,15.76,0
Tearro Apolo,11,31.01,3.0,0.0,52.0,0.0,4.0,15.87,0
Tearro Apolo,11,28.01,5.0,0.0,60.0,1.0,4.0,29.94,1
Teatro Barreto Júnior,11,24.01,7.0,1.0,2.0,1.0,0.0,16.47,0
Teatro Barreto Júnior,11,37.26,4.0,0.0,37.0,1.0,0.0,18.78,0
Teatro Barreto Júnior,11,23.98,6.0,1.0,29.0,1.0,0.0,23.49,1
Teatro Barreto Júnior,11,30.54,5.0,0.0,19.0,1.0,0.0,34.94,1
Teatro Barreto Júnior,11,47.41,1.0,0.0,0.0,2.0,0.0,25.8,1
Teatro Barreto Júnior,11,38.57,6.0,1.0,46.0,0.0,0.0,19.41,0
Teatro Barreto Júnior,11,37.81,4.0,0.0,24.0,1.0,0.0,17.19,0
Teatro Barreto Júnior,11,46.23,2.0,0.0,49.0,0.0,0.0,26.68,1
Teatro Barreto Júnior,11,25.89,1.0,0.0,33.0,2.0,0.0,23.2,1
Teatro Barreto Júnior,11,42.0,4.0,0.0,26.0,0.0,0.0,17.14,0
Teatro Barreto Júnior,11,33.39,2.0,0.0,30.0,1.0,0.0,31.25,1
Teatro Barreto Júnior,11,26.7,3.0,0.0,24.0,1.0,0.0,25.94,1
Teatro Barreto Júnior,11,13.75,4.0,0.0,25.0,1.0,0.0,24.73,1
Teatro de Santa Isabel,11,33.5,1.0,0.0,50.0,0.0,4.0,23.88,1
Teatro de Santa Isabel,11,38.22,1.0,0.0,33.0,0.0,4.0,20.67,1
Teatro de Santa Isabel,11,45.62,5.0,0.0,41.0,0.0,4.0,11.56,0
Teatro de Santa Isabel,11,59.01,5.0,0.0,31.0,2.0,4.0,28.22,1
Teatro de Santa Isabel,11,24.4,6.0,1.0,1.0,2.0,4.0,24.44,1
Teatro de Santa Isabel,11,36.57,4.0,0.0,18.0,0.0,4.0,14.97,0
Teatro de Santa Isabel,11,44.28,4.0,0.0,47.0,2.0,4.0,24.13,1
Teatro de Santa Isabel,11,43.02,3.0,0.0,53.0,2.0,4.0,30.99,1
Teatro de Santa Isabel,11,35.81,4.0,0.0,2.0,1.0,4.0,15.43,0
Teatro de Santa Isabel,11,50.94,6.0,1.0,29.0,1.0,4.0,16.11,0
Teatro de Santa Isabel,11,48.25,7.0,1.0,6.0,0.0,4.0,12.24,0
Teatro de Santa Isabel,11,50.14,7.0,1.0,60.0,1.0,4.0,20.92,1
Teatro de Santa Isabel,11,31.76,7.0,1.0,18.0,2.0,4.0,25.15,1
Teatro de Santa Isabel,11,29.51,6.0,1.0,10.0,2.0,4.0,16.09,0
Teatro do Parque,11,65.31,1.0,0.0,33.0,1.0,2.0,16.93,0
Teatro do Parque,11,54.52,6.0,1.0,32.0,1.0,2.0,3.54,0
Teatro do Parque,11,73.91,7.0,1.0,7.0,2.0,2.0,21.16,1
Teatro do Parque,11,62.23,7.0,1.0,15.0,2.0,2.0,10.32,0
Teatro do Parque,11,55.16,2.0,0.0,20.0,2.0,2.0,25.64,1
Teatro do Parque,11,55.24,6.0,1.0,55.0,0.0,2.0,7.61,0
Teatro do Parque,11,64.99,3.0,0.0,30.0,0.0,2.0,9.59,0
Teatro do Parque,11,54.78,7.0,1.0,8.0,0.0,2.0,6.03,0
Teatro do Parque,11,73.9,1.0,0.0,19.0,1.0,2.0,13.39,0
Teatro do Parque,11,65.11,5.0,0.0,34.0,0.0,2.0,11.14,0
Teatro do Parque,11,71.54,1.0,0.0,2.0,1.0,2.0,10.46,0
Teatro do Parque,11,79.82,3.0,0.0,15.0,0.0,2.0,11.92,0
Teatro do Parque,11,65.13,6.0,1.0,31.0,0.0,2.0,13.71,0
Teatro do Parque,11,59.19,2.0,0.0,3.0,2.0,2.0,8.24,0
Teatro do Parque,11,66.13,3.0,0.0,36.0,2.0,2.0,28.09,1
Teatro do Parque,11,64.17,6.0,1.0,10.0,1.0,2.0,13.5,0
Teatro do Parque,11,58.76,6.0,1.0,47.0,0.0,2.0,14.21,0
Teatro do Parque,11,55.95,5.0,0.0,27.0,1.0,2.0,20.58,1
Teatro do Parque,11,64.08,7.0,1.0,19.0,0.0,2.0,20.98,1
Teatro do Parque,11,78.94,2.0,0.0,0.0,1.0,2.0,27.15,1
Teatro do Parque,11,54.23,5.0,0.0,59.0,1.0,2.0,20.96,1
Teatro do Parque,11,54.55,1.0,0.0,24.0,2.0,2.0,24.35,1
Teatro do Parque,11,65.71,3.0,0.0,32.0,0.0,2.0,12.06,0
Teatro do Parque,11,55.64,2.0,0.0,45.0,0.0,2.0,14.41,0
Teatro Hermilo Borba Filho,11,26.64,2.0,0.0,16.0,2.0,4.0,28.51,1
Teatro Hermilo Borba Filho,11,32.86,6.0,1.0,18.0,1.0,4.0,7.58,0
Teatro Hermilo Borba Filho,11,53.54,1.0,0.0,25.0,2.0,4.0,22.49,1
Teatro Hermilo Borba Filho,11,43.67,3.0,0.0,25.0,1.0,4.0,18.22,0
Teatro Hermilo Borba Filho,11,37.61,3.0,0.0,29.0,2.0,4.0,30.63,1
Teatro Hermilo Borba Filho,11,33.01,5.0,0.0,8.0,1.0,4.0,19.19,0
Teatro Luiz Mendonça,11,75.55,7.0,1.0,44.0,2.0,2.0,24.47,1
Teatro Luiz Mendonça,11,79.78,7.0,1.0,11.0,0.0,2.0,9.7,0
Teatro Luiz Mendonça,11,70.23,2.0,0.0,12.0,1.0,2.0,13.63,0
Teatro Luiz Mendonça,11,49.93,3.0,0.0,19.0,0.0,2.0,11.37,0
Teatro Luiz Mendonça,11,70.9,3.0,0.0,44.0,0.0,2.0,12.94,0
Teatro Luiz Mendonça,11,84.75,4.0,0.0,49.0,2.0,2.0,21.54,1
Teatro Luiz Mendonça,11,55.55,2.0,0.0,20.0,0.0,2.0,9.65,0
Teatro Luiz Mendonça,11,68.39,6.0,1.0,47.0,0.0,2.0,15.7,0
Teatro Luiz Mendonça,11,68.97,1.0,0.0,8.0,1.0,2.0,21.41,1
Teatro Luiz Mendonça,11,83.04,2.0,0.0,5.0,1.0,2.0,7.16,0
Teatro Luiz Mendonça,11,69.92,6.0,1.0,9.0,2.0,2.0,18.89,0
Teatro Luiz Mendonça,11,45.68,6.0,1.0,32.0,1.0,2.0,15.01,0
Teatro Luiz Mendonça,11,81.28,4.0,0.0,37.0,1.0,2.0,17.73,0
Teatro Luiz Mendonça,11,68.99,5.0,0.0,6.0,0.0,2.0,16.33,0
Teatro Luiz Mendonça,11,68.15,1.0,0.0,56.0,1.0,2.0,8.8,0
Teatro Luiz Mendonça,11,64.2,7.0,1.0,41.0,0.0,2.0,9.55,0
Teatro Luiz Mendonça,11,67.96,1.0,0.0,24.0,1.0,2.0,5.92,0
Teatro Luiz Mendonça,11,64.42,5.0,0.0,25.0,1.0,2.0,14.39,0
Teatro Luiz Mendonça,11,67.92,6.0,1.0,21.0,0.0,2.0,19.21,0
Teatro Luiz Mendonça,11,72.5,5.0,0.0,30.0,1.0,2.0,15.76,0
Teatro Luiz Mendonça,11,61.83,1.0,0.0,27.0,0.0,2.0,10.95,0
Teatro Luiz Mendonça,11,68.79,5.0,0.0,10.0,1.0,2.0,12.74,0
Teatro Luiz Mendonça,11,81.04,2.0,0.0,3.0,0.0,2.0,13.8,0
Teatro Luiz Mendonça,11,69.37,6.0,1.0,20.0,1.0,2.0,10.05,0
Teatro Luiz Mendonça,11,72.31,6.0,1.0,13.0,1.0,2.0,2.71,0
Teatro Luiz Mendonça,11,65.31,4.0,0.0,36.0,0.0,2.0,19.48,0
Teatro Luiz Mendonça,11,78.61,4.0,0.0,54.0,0.0,2.0,9.41,0
Teatro Luiz Mendonça,11,74.43,7.0,1.0,18.0,1.0,2.0,7.55,0
Teatro Luiz Mendonça,11,65.99,3.0,0.0,16.0,0.0,2.0,7.56,0
Teatro Luiz Mendonça,11,75.19,4.0,0.0,53.0,0.0,2.0,18.05,0
Teatro Luiz Mendonça,11,64.94,2.0,0.0,6.0,2.0,2.0,12.89,0
Teatro Luiz Mendonça,11,48.98,5.0,0.0,19.0,2.0,2.0,28.41,1
Teatro Luiz Mendonça,11,54.7,6.0,1.0,57.0,1.0,2.0,19.83,0
Teatro Luiz Mendonça,11,73.99,2.0,0.0,38.0,2.0,2.0,21.83,1
Teatro Luiz Mendonça,11,73.07,7.0,1.0,17.0,2.0,2.0,10.5,0
Teatro Luiz Mendonça,11,69.74,4.0,0.0,26.0,0.0,2.0,18.04,0
Teatro Luiz Mendonça,11,55.14,5.0,0.0,53.0,0.0,2.0,21.17,1
Teatro Luiz Mendonça,11,72.96,2.0,0.0,19.0,1.0,2.0,2.88,0
Teatro Luiz Mendonça,11,62.93,5.0,0.0,4.0,0.0,2.0,15.09,0
Teatro Luiz Mendonça,11,72.23,7.0,1.0,6.0,1.0,2.0,10.29,0
Teatro Luiz Mendonça,11,55.55,5.0,0.0,7.0,2.0,2.0,19.51,0
Teatro Luiz Mendonça,11,65.12,6.0,1.0,4.0,2.0,2.0,10.1,0
Teatro Luiz Mendonça,11,65.75,4.0,0.0,22.0,0.0,2.0,16.75,0
Teatro Luiz Mendonça,11,56.94,6.0,1.0,25.0,1.0,2.0,12.06,0
Teatro Luiz Mendonça,11,64.63,1.0,0.0,36.0,2.0,2.0,21.89,1
Teatro Luiz Mendonça,11,53.45,5.0,0.0,33.0,0.0,2.0,17.32,0
Teatro Luiz Mendonça,11,71.02,4.0,0.0,51.0,2.0,2.0,26.22,1
Teatro Luiz Mendonça,11,68.37,6.0,1.0,4.0,1.0,2.0,9.18,0
Teatro Luiz Mendonça,11,66.64,2.0,0.0,33.0,2.0,2.0,27.66,1
Teatro Luiz Mendonça,11,89.89,3.0,0.0,50.0,0.0,2.0,8.19,0
Teatro Luiz Mendonça,11,63.76,1.0,0.0,27.0,2.0,2.0,22.21,1
Teatro Luiz Mendonça,11,76.25,7.0,1.0,41.0,1.0,2.0,15.13,0
Teatro Luiz Mendonça,11,69.9,1.0,0.0,44.0,2.0,2.0,17.72,0
Teatro Luiz Mendonça,11,72.83,6.0,1.0,39.0,2.0,2.0,17.56,0
Teatro Luiz Mendonça,11,69.61,3.0,0.0,46.0,2.0,2.0,19.15,0
Teatro Luiz Mendonça,11,81.9,2.0,0.0,23.0,0.0,2.0,11.35,0
Teatro Luiz Mendonça,11,66.01,6.0,1.0,0.0,0.0,2.0,5.13,0
Teatro Luiz Mendonça,11,79.51,3.0,0.0,46.0,0.0,2.0,17.04,0
Tearro Apolo,12,65.35,6.0,1.0,1.0,0.0,4.0,16.57,0
Tearro Apolo,12,44.02,5.0,0.0,25.0,2.0,4.0,15.05,0
Tearro Apolo,12,55.19,3.0,0.0,51.0,0.0,4.0,22.57,1
Tearro Apolo,12,51.51,3.0,0.0,44.0,2.0,4.0,35.64,1
Tearro Apolo,12,51.3,1.0,0.0,5.0,2.0,4.0,21.45,1
Tearro Apolo,12,43.93,1.0,0.0,42.0,1.0,4.0,13.69,0
Tearro Apolo,12,36.68,1.0,0.0,31.0,1.0,4.0,21.5,1
Tearro Apolo,12,42.86,5.0,0.0,31.0,1.0,4.0,24.8,1
Tearro Apolo,12,34.45,6.0,1.0,47.0,0.0,4.0,15.64,0
Teatro Barreto Júnior,12,18.54,3.0,0.0,12.0,1.0,0.0,22.92,1
Teatro Barreto Júnior,12,26.25,3.0,0.0,27.0,1.0,0.0,29.01,1
Teatro Barreto Júnior,12,26.04,3.0,0.0,40.0,2.0,0.0,43.67,1
Teatro Barreto Júnior,12,37.49,3.0,0.0,54.0,1.0,0.0,34.16,1
Teatro Barreto Júnior,12,40.99,5.0,0.0,34.0,0.0,0.0,22.81,1
Teatro Barreto Júnior,12,27.03,4.0,0.0,41.0,2.0,0.0,25.15,1
Teatro Barreto Júnior,12,32.59,6.0,1.0,35.0,1.0,0.0,25.77,1
Teatro Barreto Júnior,12,35.17,4.0,0.0,42.0,2.0,0.0,29.04,1
Teatro Barreto Júnior,12,46.47,2.0,0.0,11.0,1.0,0.0,19.79,0
Teatro Barreto Júnior,12,16.42,5.0,0.0,33.0,1.0,0.0,31.79,1
Teatro Barreto Júnior,12,46.32,4.0,0.0,47.0,2.0,0.0,23.56,1
Teatro Barreto Júnior,12,27.64,7.0,1.0,58.0,0.0,0.0,27.94,1
Teatro Barreto Júnior,12,26.28,5.0,0.0,47.0,0.0,0.0,37.07,1
Teatro Barreto Júnior,12,40.66,1.0,0.0,42.0,0.0,0.0,20.54,1
Teatro Barreto Júnior,12,51.52,5.0,0.0,17.0,2.0,0.0,31.05,1
Teatro Barreto Júnior,12,60.38,1.0,0.0,34.0,1.0,0.0,20.05,1
Teatro Barreto Júnior,12,32.22,5.0,0.0,0.0,0.0,0.0,21.46,1
Teatro Barreto Júnior,12,25.88,6.0,1.0,39.0,2.0,0.0,24.91,1
Teatro Barreto Júnior,12,46.25,1.0,0.0,16.0,0.0,0.0,15.42,0
Teatro Barreto Júnior,12,39.1,4.0,0.0,38.0,1.0,0.0,24.49,1
Teatro Barreto Júnior,12,31.23,4.0,0.0,40.0,1.0,0.0,29.56,1
Teatro Barreto Júnior,12,40.72,3.0,0.0,32.0,1.0,0.0,23.69,1
Teatro Barreto Júnior,12,39.38,7.0,1.0,0.0,0.0,0.0,4.61,0
Teatro Barreto Júnior,12,40.08,2.0,0.0,8.0,0.0,0.0,13.41,0
Teatro de Santa Isabel,12,42.09,4.0,0.0,60.0,0.0,4.0,18.64,0
Teatro de Santa Isabel,12,39.65,7.0,1.0,55.0,1.0,4.0,23.76,1
Teatro de Santa Isabel,12,54.39,4.0,0.0,2.0,1.0,4.0,22.43,1
Teatro de Santa Isabel,12,50.73,3.0,0.0,28.0,2.0,4.0,28.55,1
Teatro de Santa Isabel,12,39.79,3.0,0.0,49.0,1.0,4.0,27.15,1
Teatro de Santa Isabel,12,33.92,4.0,0.0,23.0,2.0,4.0,36.05,1
Teatro de Santa Isabel,12,41.77,4.0,0.0,7.0,2.0,4.0,20.16,1
Teatro de Santa Isabel,12,33.53,1.0,0.0,31.0,2.0,4.0,26.92,1
Teatro do Parque,12,64.4,6.0,1.0,7.0,1.0,2.0,9.52,0
Teatro do Parque,12,73.29,7.0,1.0,22.0,2.0,2.0,12.39,0
Teatro do Parque,12,70.76,6.0,1.0,0.0,2.0,2.0,10.25,0
Teatro do Parque,12,66.35,6.0,1.0,43.0,1.0,2.0,17.84,0
Teatro do Parque,12,78.67,7.0,1.0,8.0,1.0,2.0,11.14,0
Teatro do Parque,12,65.58,4.0,0.0,56.0,1.0,2.0,27.65,1
Teatro do Parque,12,92.11,5.0,0.0,8.0,1.0,2.0,14.82,0
Teatro do Parque,12,66.72,7.0,1.0,43.0,1.0,2.0,6.3,0
Teatro do Parque,12,53.39,1.0,0.0,34.0,1.0,2.0,10.47,0
Teatro do Parque,12,71.63,1.0,0.0,2.0,2.0,2.0,10.82,0
Teatro do Parque,12,75.49,6.0,1.0,22.0,1.0,2.0,13.42,0
Teatro do Parque,12,62.93,1.0,0.0,33.0,2.0,2.0,26.12,1
Teatro do Parque,12,60.91,1.0,0.0,22.0,2.0,2.0,14.79,0
Teatro do Parque,12,64.15,5.0,0.0,4.0,2.0,2.0,15.27,0
Teatro do Parque,12,64.49,4.0,0.0,22.0,0.0,2.0,6.63,0
Teatro do Parque,12,57.5,5.0,0.0,2.0,0.0,2.0,15.21,0
Teatro do Parque,12,63.39,6.0,1.0,15.0,0.0,2.0,11.31,0
Teatro do Parque,12,61.86,7.0,1.0,47.0,0.0,2.0,14.11,0
Teatro do Parque,12,51.17,6.0,1.0,56.0,2.0,2.0,22.57,1
Teatro do Parque,12,54.97,6.0,1.0,12.0,0.0,2.0,13.98,0
Teatro do Parque,12,72.63,1.0,0.0,34.0,2.0,2.0,24.37,1
Teatro do Parque,12,63.35,3.0,0.0,59.0,1.0,2.0,22.69,1
Teatro Hermilo Borba Filho,12,26.64,6.0,1.0,25.0,0.0,4.0,18.24,0
Teatro Hermilo Borba Filho,12,56.19,7.0,1.0,59.0,1.0,4.0,18.63,0
Teatro Luiz Mendonça,12,70.44,1.0,0.0,16.0,2.0,2.0,10.36,0
Teatro Luiz Mendonça,12,72.77,5.0,0.0,46.0,0.0,2.0,14.39,0
