teatro,mes,preco_efetivo,preco_inteira,capacidade,categoria_cod,receita_real
Teatro do Parque,11,52.34,55.16,500.0,2.0,19079.01
Teatro do Parque,11,47.76,55.24,500.0,2.0,22345.51
Teatro do Parque,11,64.25,64.99,500.0,2.0,21142.44
Teatro do Parque,11,53.09,54.78,500.0,2.0,21745.51
Teatro do Parque,11,56.16,73.9,500.0,2.0,26769.08
Teatro do Parque,11,61.51,65.11,500.0,2.0,24781.47
Teatro do Parque,11,65.93,71.54,500.0,2.0,24623.67
Teatro do Parque,11,60.14,79.82,500.0,2.0,27878.87
Teatro do Parque,11,53.37,65.13,500.0,2.0,23758.16
Teatro do Parque,11,56.44,59.19,500.0,2.0,21266.82
Teatro do Parque,11,56.4,66.13,500.0,2.0,25825.43
Teatro do Parque,11,49.6,64.17,500.0,2.0,27169.27
Teatro do Parque,11,41.38,58.76,500.0,2.0,22067.25
Teatro do Parque,11,50.79,55.95,500.0,2.0,19227.04
Teatro do Parque,11,52.86,64.08,500.0,2.0,22161.19
Teatro do Parque,11,64.41,78.94,500.0,2.0,26494.96
Teatro do Parque,11,49.64,54.23,500.0,2.0,20258.16
Teatro do Parque,11,48.07,54.55,500.0,2.0,23512.22
Teatro do Parque,11,48.68,65.71,500.0,2.0,23048.34
Teatro do Parque,11,48.34,55.64,500.0,2.0,21434.48
Teatro Hermilo Borba Filho,11,20.44,26.64,200.0,4.0,4033.64
Teatro Hermilo Borba Filho,11,32.44,32.86,200.0,4.0,4859.09
Teatro Hermilo Borba Filho,11,42.84,53.54,200.0,4.0,7961.19
Teatro Hermilo Borba Filho,11,31.82,43.67,200.0,4.0,6306.16
Teatro Hermilo Borba Filho,11,36.74,37.61,200.0,4.0,5346.53
Teatro Hermilo Borba Filho,11,25.25,33.01,200.0,4.0,4582.02
Teatro Luiz Mendonça,11,60.81,75.55,300.0,2.0,14772.46
Teatro Luiz Mendonça,11,74.54,79.78,300.0,2.0,15581.39
Teatro Luiz Mendonça,11,66.21,70.23,300.0,2.0,16808.23
Teatro Luiz Mendonça,11,42.98,49.93,300.0,2.0,12242.67
Teatro Luiz Mendonça,11,56.4,70.9,300.0,2.0,13603.2
Teatro Luiz Mendonça,11,75.74,84.75,300.0,2.0,16465.93
Teatro Luiz Mendonça,11,52.41,55.55,300.0,2.0,13315.72
Teatro Luiz Mendonça,11,61.14,68.39,300.0,2.0,14974.65
Teatro Luiz Mendonça,11,49.3,68.97,300.0,2.0,16570.95
Teatro Luiz Mendonça,11,66.65,83.04,300.0,2.0,18036.21
Teatro Luiz Mendonça,11,66.66,69.92,300.0,2.0,15714.17
Teatro Luiz Mendonça,11,41.98,45.68,300.0,2.0,11058.76
Teatro Luiz Mendonça,11,63.05,81.28,300.0,2.0,18109.77
Teatro Luiz Mendonça,11,65.02,68.99,300.0,2.0,17024.32
Teatro Luiz Mendonça,11,51.59,68.15,300.0,2.0,14604.47
Teatro Luiz Mendonça,11,62.98,64.2,300.0,2.0,11961.85
Teatro Luiz Mendonça,11,56.28,67.96,300.0,2.0,12883.09
Teatro Luiz Mendonça,11,46.79,64.42,300.0,2.0,13868.35
Teatro Luiz Mendonça,11,63.09,67.92,300.0,2.0,15202.35
Teatro Luiz Mendonça,11,71.99,72.5,300.0,2.0,13783.49
Teatro Luiz Mendonça,11,54.41,61.83,300.0,2.0,15088.12
Teatro Luiz Mendonça,11,62.04,68.79,300.0,2.0,17633.48
Teatro Luiz Mendonça,11,70.26,81.04,300.0,2.0,15482.07
Teatro Luiz Mendonça,11,65.25,69.37,300.0,2.0,16360.04
Teatro Luiz Mendonça,11,54.1,72.31,300.0,2.0,15654.66
Teatro Luiz Mendonça,11,46.46,65.31,300.0,2.0,16148.6
Teatro Luiz Mendonça,11,63.95,78.61,300.0,2.0,17382.44
Teatro Luiz Mendonça,11,70.5,74.43,300.0,2.0,16415.23
Teatro Luiz Mendonça,11,47.59,65.99,300.0,2.0,16079.39
Teatro Luiz Mendonça,11,60.25,75.19,300.0,2.0,14702.32
Teatro Luiz Mendonça,11,48.13,64.94,300.0,2.0,14557.6
Teatro Luiz Mendonça,11,37.93,48.98,300.0,2.0,12575.15
Teatro Luiz Mendonça,11,45.37,54.7,300.0,2.0,13326.53
Teatro Luiz Mendonça,11,61.02,73.99,300.0,2.0,16191.05
Teatro Luiz Mendonça,11,62.66,73.07,300.0,2.0,14700.25
Teatro Luiz Mendonça,11,58.09,69.74,300.0,2.0,16025.0
Teatro Luiz Mendonça,11,50.4,55.14,300.0,2.0,12586.46
Teatro Luiz Mendonça,11,59.7,72.96,300.0,2.0,15065.1
Teatro Luiz Mendonça,11,51.45,62.93,300.0,2.0,15979.84
Teatro Luiz Mendonça,11,68.34,72.23,300.0,2.0,13296.59
Teatro Luiz Mendonça,11,54.74,55.55,300.0,2.0,11292.28
Teatro Luiz Mendonça,11,52.96,65.12,300.0,2.0,16294.91
Teatro Luiz Mendonça,11,56.97,65.75,300.0,2.0,14974.71
Teatro Luiz Mendonça,11,43.28,56.94,300.0,2.0,14168.61
Teatro Luiz Mendonça,11,60.56,64.63,300.0,2.0,13923.0
Teatro Luiz Mendonça,11,43.59,53.45,300.0,2.0,10748.0
Teatro Luiz Mendonça,11,58.71,71.02,300.0,2.0,15159.71
Teatro Luiz Mendonça,11,56.39,68.37,300.0,2.0,14348.3
Teatro Luiz Mendonça,11,55.73,66.64,300.0,2.0,15495.66
Teatro Luiz Mendonça,11,65.6,89.89,300.0,2.0,15784.37
Teatro Luiz Mendonça,11,53.5,63.76,300.0,2.0,16561.09
Teatro Luiz Mendonça,11,58.58,76.25,300.0,2.0,18992.69
Teatro Luiz Mendonça,11,49.0,69.9,300.0,2.0,13867.14
Teatro Luiz Mendonça,11,53.41,72.83,300.0,2.0,16743.5
Teatro Luiz Mendonça,11,63.86,69.61,300.0,2.0,15308.58
Teatro Luiz Mendonça,11,66.84,81.9,300.0,2.0,19623.83
Teatro Luiz Mendonça,11,48.25,66.01,300.0,2.0,14365.24
Teatro Luiz Mendonça,11,56.43,79.51,300.0,2.0,16869.02
Tearro Apolo,12,62.55,65.35,350.0,4.0,12557.55
Tearro Apolo,12,34.19,44.02,350.0,4.0,10389.44
Tearro Apolo,12,42.84,55.19,350.0,4.0,13579.93
Tearro Apolo,12,50.93,51.51,350.0,4.0,11172.89
Tearro Apolo,12,44.14,51.3,350.0,4.0,9312.25
Tearro Apolo,12,33.23,43.93,350.0,4.0,11048.19
Tearro Apolo,12,29.8,36.68,350.0,4.0,9155.09
Tearro Apolo,12,35.08,42.86,350.0,4.0,9616.03
Tearro Apolo,12,33.8,34.45,350.0,4.0,7745.56
Teatro Barreto Júnior,12,15.63,18.54,400.0,0.0,4488.52
Teatro Barreto Júnior,12,19.59,26.25,400.0,0.0,5388.19
Teatro Barreto Júnior,12,24.1,26.04,400.0,0.0,6511.72
Teatro Barreto Júnior,12,31.31,37.49,400.0,0.0,9066.37
Teatro Barreto Júnior,12,36.35,40.99,400.0,0.0,8338.39
Teatro Barreto Júnior,12,25.25,27.03,400.0,0.0,5580.4
Teatro Barreto Júnior,12,30.13,32.59,400.0,0.0,7931.42
Teatro Barreto Júnior,12,28.82,35.17,400.0,0.0,8609.03
Teatro Barreto Júnior,12,34.95,46.47,400.0,0.0,8505.3
Teatro Barreto Júnior,12,15.65,16.42,400.0,0.0,4237.36
Teatro Barreto Júnior,12,42.42,46.32,400.0,0.0,10029.77
Teatro Barreto Júnior,12,25.48,27.64,400.0,0.0,7263.4
Teatro Barreto Júnior,12,22.19,26.28,400.0,0.0,5462.52
Teatro Barreto Júnior,12,39.92,40.66,400.0,0.0,9183.67
Teatro Barreto Júnior,12,37.9,51.52,400.0,0.0,12052.02
Teatro Barreto Júnior,12,50.8,60.38,400.0,0.0,12266.35
Teatro Barreto Júnior,12,23.82,32.22,400.0,0.0,7170.93
Teatro Barreto Júnior,12,24.56,25.88,400.0,0.0,7160.08
Teatro Barreto Júnior,12,42.81,46.25,400.0,0.0,9905.14
Teatro Barreto Júnior,12,31.41,39.1,400.0,0.0,8658.92
Teatro Barreto Júnior,12,30.88,31.23,400.0,0.0,6536.67
Teatro Barreto Júnior,12,35.16,40.72,400.0,0.0,8816.62
Teatro Barreto Júnior,12,38.5,39.38,400.0,0.0,8295.17
Teatro Barreto Júnior,12,31.73,40.08,400.0,0.0,11393.39
Teatro de Santa Isabel,12,37.22,42.09,750.0,4.0,19536.02
Teatro de Santa Isabel,12,35.55,39.65,750.0,4.0,19220.39
Teatro de Santa Isabel,12,48.9,54.39,750.0,4.0,24354.58
Teatro de Santa Isabel,12,49.08,50.73,750.0,4.0,23696.98
Teatro de Santa Isabel,12,32.86,39.79,750.0,4.0,21433.98
Teatro de Santa Isabel,12,28.85,33.92,750.0,4.0,17765.88
Teatro de Santa Isabel,12,32.96,41.77,750.0,4.0,20775.97
Teatro de Santa Isabel,12,26.05,33.53,750.0,4.0,18970.17
Teatro do Parque,12,48.2,64.4,500.0,2.0,24492.24
Teatro do Parque,12,63.26,73.29,500.0,2.0,31360.86
Teatro do Parque,12,66.09,70.76,500.0,2.0,25227.01
Teatro do Parque,12,64.44,66.35,500.0,2.0,23460.12
Teatro do Parque,12,73.35,78.67,500.0,2.0,24356.02
Teatro do Parque,12,53.09,65.58,500.0,2.0,23455.41
Teatro do Parque,12,78.66,92.11,500.0,2.0,27423.97
Teatro do Parque,12,63.06,66.72,500.0,2.0,23440.66
Teatro do Parque,12,39.67,53.39,500.0,2.0,20030.55
Teatro do Parque,12,61.07,71.63,500.0,2.0,26418.64
Teatro do Parque,12,61.53,75.49,500.0,2.0,27439.01
Teatro do Parque,12,60.3,62.93,500.0,2.0,20769.18
Teatro do Parque,12,43.24,60.91,500.0,2.0,23632.21
Teatro do Parque,12,59.12,64.15,500.0,2.0,24461.57
Teatro do Parque,12,47.79,64.49,500.0,2.0,22772.15
Teatro do Parque,12,52.01,57.5,500.0,2.0,21898.61
Teatro do Parque,12,49.6,63.39,500.0,2.0,23743.18
Teatro do Parque,12,53.6,61.86,500.0,2.0,20499.63
Teatro do Parque,12,41.19,51.17,500.0,2.0,19765.06
Teatro do Parque,12,49.05,54.97,500.0,2.0,20751.53
Teatro do Parque,12,72.55,72.63,500.0,2.0,24826.25
Teatro do Parque,12,50.95,63.35,500.0,2.0,22557.68
Teatro Hermilo Borba Filho,12,23.24,26.64,200.0,4.0,3538.8
Teatro Hermilo Borba Filho,12,49.93,56.19,200.0,4.0,6263.11
Teatro Luiz Mendonça,12,66.25,70.44,300.0,2.0,16381.83
Teatro Luiz Mendonça,12,69.8,72.77,300.0,2.0,15990.18
Teatro Luiz Mendonça,12,55.1,57.67,300.0,2.0,13236.51
Teatro Luiz Mendonça,12,68.29,71.45,300.0,2.0,13608.62
Teatro Luiz Mendonça,12,55.75,56.29,300.0,2.0,12305.29
Teatro Luiz Mendonça,12,46.47,53.47,300.0,2.0,11032.34
Teatro Luiz Mendonça,12,63.56,65.79,300.0,2.0,15426.69
Teatro Luiz Mendonça,12,32.42,42.97,300.0,2.0,9808.82
Teatro Luiz Mendonça,12,53.98,72.11,300.0,2.0,16080.65
Teatro Luiz Mendonça,12,67.74,69.64,300.0,2.0,17137.99
Teatro Luiz Mendonça,12,57.96,61.75,300.0,2.0,12802.59
Teatro Luiz Mendonça,12,76.52,89.46,300.0,2.0,18374.74
Teatro Luiz Mendonça,12,50.1,57.99,300.0,2.0,13291.1
Teatro Luiz Mendonça,12,79.34,84.98,300.0,2.0,16061.35
Teatro Luiz Mendonça,12,58.48,72.82,300.0,2.0,18422.48
Teatro Luiz Mendonça,12,41.84,50.3,300.0,2.0,13229.1
Teatro Luiz Mendonça,12,57.34,79.48,300.0,2.0,19910.71
Teatro Luiz Mendonça,12,54.85,59.85,300.0,2.0,10984.54
Teatro Luiz Mendonça,12,45.89,58.58,300.0,2.0,13320.9
Teatro Luiz Mendonça,12,45.86,61.46,300.0,2.0,14231.97
Teatro Luiz Mendonça,12,47.46,60.23,300.0,2.0,14839.43
Teatro Luiz Mendonça,12,64.23,78.26,300.0,2.0,17629.69
Teatro Luiz Mendonça,12,48.57,57.32,300.0,2.0,11742.26
Teatro Luiz Mendonça,12,48.09,61.19,300.0,2.0,14069.64
Teatro Luiz Mendonça,12,50.7,62.7,300.0,2.0,15914.77
Teatro Luiz Mendonça,12,46.6,60.44,300.0,2.0,14217.8
Teatro Luiz Mendonça,12,48.75,57.51,300.0,2.0,14122.0
Teatro Luiz Mendonça,12,43.45,48.69,300.0,2.0,10370.77
Teatro Luiz Mendonça,12,60.85,77.13,300.0,2.0,16010.79
Teatro Luiz Mendonça,12,58.36,74.04,300.0,2.0,18535.12
Teatro Luiz Mendonça,12,59.84,65.24,300.0,2.0,15683.84
Teatro Luiz Mendonça,12,70.7,73.65,300.0,2.0,18075.66
Teatro Luiz Mendonça,12,39.18,51.83,300.0,2.0,11460.46
Teatro Luiz Mendonça,12,57.27,80.51,300.0,2.0,17434.03
Teatro Luiz Mendonça,12,54.21,62.32,300.0,2.0,15087.63
Teatro Luiz Mendonça,12,51.63,65.12,300.0,2.0,14063.9
Teatro Luiz Mendonça,12,58.12,58.52,300.0,2.0,11742.01
Teatro Luiz Mendonça,12,66.48,68.73,300.0,2.0,15398.61
Teatro Luiz Mendonça,12,53.87,72.44,300.0,2.0,17391.3
Teatro Luiz Mendonça,12,51.0,53.45,300.0,2.0,11199.02
Teatro Luiz Mendonça,12,51.6,56.42,300.0,2.0,13425.02
Teatro Luiz Mendonça,12,44.45,52.49,300.0,2.0,12401.59
Teatro Luiz Mendonça,12,52.18,62.62,300.0,2.0,14369.74
Teatro Luiz Mendonça,12,50.33,61.54,300.0,2.0,13106.13
Teatro Luiz Mendonça,12,65.28,70.5,300.0,2.0,17863.47
Teatro Luiz Mendonça,12,37.61,51.28,300.0,2.0,13040.52
Teatro Luiz Mendonça,12,51.06,63.78,300.0,2.0,14459.7
Teatro Luiz Mendonça,12,41.87,47.16,300.0,2.0,10961.47
Teatro Luiz Mendonça,12,50.16,65.3,300.0,2.0,15598.69
Teatro Luiz Mendonça,12,65.49,68.55,300.0,2.0,16046.57
Teatro Luiz Mendonça,12,68.96,85.7,300.0,2.0,18968.22
Teatro Luiz Mendonça,12,50.78,56.59,300.0,2.0,13068.94
Teatro Luiz Mendonça,12,43.22,61.54,300.0,2.0,12491.21
Teatro Luiz Mendonça,12,51.32,60.5,300.0,2.0,14372.22
Teatro Luiz Mendonça,12,62.94,68.23,300.0,2.0,12925.05
Teatro Luiz Mendonça,12,79.56,85.74,300.0,2.0,13658.28
